"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"04/01/2023";"0300";"20,5";"20,5";"20,5";"92,7";"93,2";"92,7";"";"";"";"915,1";"915,5";"914,8";"1,5";"0,0";"1,5";"";"0,0"
"04/01/2023";"0400";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"04/01/2023";"0500";"20,8";"20,8";"20,6";"94,1";"94,1";"93,6";"";"";"";"914,6";"914,6";"";"1,1";"337,0";"1,1";"";"0,0"
"04/01/2023";"0600";"20,8";"20,8";"20,5";"89,5";"94,1";"89,5";"";"";"";"913,9";"914,6";"913,7";"0,7";"315,0";"1,1";"";"0,0"
"04/01/2023";"0700";"20,2";"20,8";"20,2";"87,1";"89,5";"86,9";"";"";"";"913,5";"913,9";"912,9";"2,0";"0,0";"2,0";"";"0,0"
"04/01/2023";"0800";"20,4";"20,4";"20,3";"86,0";"87,0";"86,0";"";"";"";"913,9";"914,4";"913,7";"1,3";"0,0";"1,5";"";"0,0"
"04/01/2023";"0900";"20,7";"20,7";"20,4";"85,0";"86,0";"84,5";"";"";"";"914,6";"914,6";"913,9";"1,1";"157,0";"1,3";"";"0,0"
"04/01/2023";"1000";"21,0";"21,0";"20,7";"86,0";"86,0";"84,9";"";"";"";"914,0";"914,9";"914,0";"0,5";"0,0";"2,6";"";"0,0"
"04/01/2023";"1100";"23,3";"23,3";"21,0";"83,2";"86,0";"83,1";"";"";"";"914,0";"914,6";"914,0";"0,5";"337,0";"1,8";"";"7,8"
"04/01/2023";"1200";"24,8";"24,8";"";"69,4";"83,2";"";"";"";"";"914,9";"914,9";"";"1,1";"157,0";"2,4";"";"0,0"
"04/01/2023";"1300";"";"24,8";"";"";"81,3";"";"";"";"";"";"916,1";"";"1,8";"";"1,1";"";""
"04/01/2023";"1400";"21,9";"24,9";"";"93,6";"93,6";"";"";"";"";"916,0";"916,0";"";"0,7";"157,0";"2,4";"";"0,0"
"04/01/2023";"1500";"24,2";"24,2";"21,4";"97,9";"98,4";"88,1";"";"";"";"915,1";"916,2";"914,9";"0,5";"202,0";"1,3";"";"0,8"
"04/01/2023";"1600";"24,4";"25,1";"24,2";"88,9";"99,2";"86,7";"";"";"";"915,2";"915,5";"914,7";"0,5";"180,0";"1,5";"";"0,0"
"04/01/2023";"1700";"22,7";"24,7";"22,5";"94,9";"94,9";"76,2";"";"";"";"914,2";"915,7";"914,2";"0,5";"180,0";"1,3";"";"0,4"
"04/01/2023";"1800";"20,1";"23,0";"20,1";"94,0";"95,7";"90,9";"";"";"";"913,6";"914,8";"913,6";"0,0";"180,0";"2,0";"";"1,4"
"04/01/2023";"1900";"20,7";"21,0";"";"95,2";"97,1";"";"";"";"";"913,5";"914,5";"";"1,5";"112,0";"1,5";"";"3,0"
"04/01/2023";"2000";"18,3";"20,7";"18,3";"95,7";"95,7";"94,1";"";"";"";"914,6";"914,6";"913,5";"0,0";"337,0";"1,5";"";""
"04/01/2023";"2100";"17,0";"18,1";"17,0";"99,5";"99,5";"97,4";"";"";"";"914,9";"915,2";"914,0";"0,5";"112,0";"1,8";"";"4,4"
"04/01/2023";"2200";"16,3";"17,0";"16,3";"100,0";"99,8";"100,0";"";"";"";"915,9";"915,9";"914,9";"0,3";"90,0";"1,1";"";"6,0"
"04/01/2023";"2300";"16,2";"16,2";"16,1";"100,0";"100,0";"100,0";"";"";"";"915,8";"915,8";"915,1";"0,0";"157,0";"1,3";"";"2,6"
"05/01/2023";"0000";"15,8";"16,2";"15,8";"100,0";"100,0";"100,0";"";"";"";"915,7";"916,4";"915,7";"1,3";"157,0";"2,0";"";"2,4"
"05/01/2023";"0100";"16,1";"16,1";"15,8";"100,0";"100,0";"100,0";"";"";"";"915,8";"915,9";"915,4";"1,3";"180,0";"1,3";"";"2,6"
"05/01/2023";"0200";"16,1";"16,1";"16,1";"100,0";"100,0";"100,0";"";"";"";"916,7";"916,9";"915,8";"0,1";"157,0";"2,2";"";"0,2"
"05/01/2023";"0300";"16,0";"16,1";"15,9";"100,0";"100,0";"100,0";"";"";"";"916,2";"916,7";"916,2";"1,1";"135,0";"1,3";"";"0,2"
"05/01/2023";"0400";"15,7";"16,0";"15,7";"100,0";"100,0";"100,0";"";"";"";"915,7";"916,1";"";"1,5";"180,0";"1,6";"";"2,2"
"05/01/2023";"0500";"15,7";"15,8";"15,7";"100,0";"100,0";"100,0";"";"";"";"915,3";"915,6";"915,3";"0,9";"157,0";"0,9";"";"0,6"
"05/01/2023";"0600";"16,0";"16,0";"15,7";"100,0";"100,0";"100,0";"";"";"";"914,5";"914,9";"914,4";"1,6";"157,0";"1,6";"";"1,6"
"05/01/2023";"0700";"15,7";"16,0";"15,7";"100,0";"100,0";"100,0";"";"";"";"915,0";"915,0";"914,5";"0,0";"135,0";"1,6";"";"1,0"
"05/01/2023";"0800";"15,8";"15,8";"15,7";"100,0";"100,0";"100,0";"";"";"";"915,0";"915,3";"915,0";"0,0";"157,0";"0,1";"";"1,4"
"05/01/2023";"0900";"15,7";"15,8";"15,6";"100,0";"100,0";"100,0";"";"";"";"915,2";"915,5";"915,0";"0,1";"90,0";"2,2";"";"0,2"
"05/01/2023";"1000";"15,7";"15,7";"15,5";"100,0";"100,0";"100,0";"";"";"";"915,8";"915,8";"915,2";"1,1";"180,0";"1,5";"";"0,0"
"05/01/2023";"1100";"15,6";"15,8";"15,6";"100,0";"100,0";"100,0";"";"";"";"916,4";"916,4";"915,8";"0,0";"";"1,1";"";"43,8"
"05/01/2023";"1200";"15,7";"15,7";"15,6";"100,0";"100,0";"100,0";"";"";"";"916,5";"916,8";"916,3";"0,9";"180,0";"0,9";"";"0,0"
"05/01/2023";"1300";"16,6";"16,6";"15,6";"100,0";"100,0";"100,0";"";"";"";"917,4";"917,4";"916,6";"2,4";"157,0";"2,4";"";"0,0"
"05/01/2023";"1400";"16,6";"17,2";"16,6";"100,0";"100,0";"100,0";"";"";"";"917,8";"917,8";"917,2";"0,5";"157,0";"2,4";"";"0,0"
"05/01/2023";"1500";"17,3";"17,6";"16,4";"100,0";"100,0";"100,0";"";"";"";"918,1";"918,1";"917,2";"0,9";"135,0";"2,2";"";"0,0"
"05/01/2023";"1600";"17,4";"17,4";"16,7";"100,0";"100,0";"100,0";"";"";"";"917,6";"918,2";"917,6";"0,5";"202,0";"2,2";"";"0,0"
"05/01/2023";"1700";"17,2";"17,9";"";"96,8";"99,5";"";"";"";"";"917,9";"918,0";"";"0,9";"180,0";"1,3";"";"0,2"
"05/01/2023";"1800";"17,5";"17,5";"17,0";"95,8";"97,2";"95,4";"";"";"";"916,8";"917,2";"916,8";"1,5";"112,0";"1,5";"";"0,2"
"05/01/2023";"1900";"16,5";"17,5";"16,5";"98,8";"98,9";"94,8";"";"";"";"917,0";"917,5";"916,8";"0,7";"180,0";"1,6";"";"1,0"
"05/01/2023";"2000";"16,2";"16,5";"16,1";"100,0";"99,4";"100,0";"";"";"";"917,0";"917,4";"917,0";"2,0";"157,0";"2,0";"";"2,0"
"05/01/2023";"2100";"16,0";"16,2";"16,0";"100,0";"100,0";"100,0";"";"";"";"917,6";"917,6";"917,0";"1,5";"157,0";"2,0";"";"0,2"
"05/01/2023";"2200";"15,6";"16,0";"15,6";"100,0";"100,0";"100,0";"";"";"";"918,5";"918,5";"917,3";"0,7";"180,0";"2,4";"";"0,8"
"05/01/2023";"2300";"15,5";"15,6";"15,5";"100,0";"100,0";"100,0";"";"";"";"918,7";"918,7";"918,3";"0,0";"112,0";"2,0";"";"0,2"
"06/01/2023";"0000";"15,3";"15,5";"15,3";"100,0";"100,0";"100,0";"";"";"";"918,6";"919,3";"918,6";"0,3";"0,0";"1,8";"";"0,0"
"06/01/2023";"0100";"15,3";"15,4";"15,3";"100,0";"100,0";"100,0";"";"";"";"919,5";"919,7";"918,6";"0,9";"135,0";"1,3";"";"0,0"
"06/01/2023";"0200";"14,9";"15,2";"14,9";"99,9";"99,9";"100,0";"";"";"";"919,7";"919,9";"919,4";"0,5";"0,0";"2,6";"";"0,2"
"06/01/2023";"0300";"15,5";"15,5";"14,9";"100,0";"99,9";"100,0";"";"";"";"919,1";"919,7";"919,1";"1,8";"0,0";"1,8";"";"0,0"
"06/01/2023";"0400";"15,5";"15,5";"15,5";"99,7";"99,7";"100,0";"";"";"";"919,1";"919,3";"";"0,3";"180,0";"1,6";"";"0,0"
"06/01/2023";"0500";"15,4";"15,6";"15,4";"98,4";"99,7";"98,4";"";"";"";"918,9";"919,1";"918,6";"0,0";"0,0";"1,3";"";"0,0"
"06/01/2023";"0600";"14,7";"15,4";"14,6";"98,3";"99,4";"98,3";"";"";"";"918,8";"919,0";"918,6";"0,9";"0,0";"1,6";"";"0,0"
"06/01/2023";"0700";"14,8";"14,9";"14,7";"99,4";"99,5";"98,2";"";"";"";"918,2";"918,6";"918,2";"0,5";"337,0";"0,7";"";"0,0"
"06/01/2023";"0800";"15,2";"15,2";"14,8";"98,4";"99,4";"98,4";"";"";"";"918,4";"918,6";"918,2";"0,0";"0,0";"1,1";"";"0,0"
"06/01/2023";"0900";"15,6";"15,6";"15,2";"99,3";"99,3";"98,1";"";"";"";"918,9";"918,9";"918,2";"0,7";"315,0";"0,9";"";"0,0"
"06/01/2023";"1000";"15,6";"15,6";"15,5";"98,4";"99,3";"98,4";"";"";"";"919,0";"919,2";"918,9";"0,0";"337,0";"0,7";"";"0,0"
"06/01/2023";"1100";"16,0";"16,0";"";"100,0";"98,7";"";"";"";"";"920,3";"920,3";"";"0,9";"0,0";"2,2";"";"7,2"
"06/01/2023";"1200";"16,6";"16,6";"16,0";"93,1";"98,4";"100,0";"";"";"";"919,9";"920,3";"919,9";"1,3";"0,0";"1,3";"";"0,0"
"06/01/2023";"1300";"17,9";"18,1";"16,6";"76,0";"93,1";"73,5";"";"";"";"921,8";"921,8";"919,9";"0,9";"0,0";"1,8";"";"0,0"
"06/01/2023";"1400";"18,7";"18,7";"17,8";"67,6";"78,4";"67,6";"";"";"";"921,4";"921,8";"921,0";"0,9";"157,0";"1,1";"";"0,0"
"06/01/2023";"1500";"19,9";"19,9";"18,7";"59,2";"71,2";"59,2";"";"";"";"921,6";"922,3";"921,4";"1,6";"45,0";"2,6";"";"0,0"
"06/01/2023";"1600";"16,5";"19,9";"16,3";"85,7";"85,7";"59,2";"";"";"";"922,3";"922,3";"921,6";"2,6";"180,0";"2,6";"";"0,8"
"06/01/2023";"1700";"16,3";"17,4";"16,3";"92,5";"94,6";"89,5";"";"";"";"921,4";"921,6";"921,3";"0,0";"180,0";"1,5";"";"1,0"
"06/01/2023";"1800";"15,7";"15,9";"15,5";"97,7";"97,7";"89,0";"";"";"";"920,5";"921,8";"920,5";"0,5";"0,0";"1,3";"";"0,2"
"06/01/2023";"1900";"16,8";"16,8";"15,8";"100,0";"99,6";"100,0";"";"";"";"920,5";"920,9";"920,3";"1,8";"0,0";"1,8";"";"0,0"
"06/01/2023";"2000";"16,5";"17,2";"16,1";"97,3";"99,6";"100,0";"";"";"";"920,3";"920,7";"920,1";"0,3";"22,0";"2,0";"";"0,0"
"06/01/2023";"2100";"15,9";"16,3";"15,8";"94,4";"96,0";"93,3";"";"";"";"921,2";"921,2";"920,5";"0,1";"135,0";"1,3";"";"0,0"
"06/01/2023";"2200";"15,4";"15,9";"15,4";"93,6";"94,4";"92,4";"";"";"";"922,1";"922,1";"920,6";"0,7";"0,0";"1,8";"";"0,0"
"06/01/2023";"2300";"15,2";"15,5";"15,2";"93,4";"93,7";"92,9";"";"";"";"922,4";"922,4";"921,5";"2,4";"157,0";"2,4";"";"0,0"
"07/01/2023";"0000";"14,9";"15,2";"14,9";"96,9";"96,9";"93,4";"";"";"";"922,2";"922,4";"922,1";"0,0";"337,0";"2,4";"";"0,2"
"07/01/2023";"0100";"15,0";"15,1";"14,9";"97,7";"97,7";"96,7";"";"";"";"922,6";"922,8";"922,4";"1,3";"0,0";"1,3";"";"0,6"
"07/01/2023";"0200";"15,0";"15,0";"15,0";"98,8";"98,8";"97,7";"";"";"";"922,5";"922,9";"922,5";"0,0";"0,0";"1,3";"";"0,6"
"07/01/2023";"0300";"14,8";"15,0";"14,5";"98,7";"99,1";"98,7";"";"";"";"921,5";"922,5";"921,5";"0,5";"315,0";"1,3";"";"0,2"
"07/01/2023";"0400";"14,9";"14,9";"14,8";"97,8";"98,3";"97,8";"";"";"";"921,4";"921,8";"";"0,0";"0,0";"0,1";"";"0,0"
"07/01/2023";"0500";"15,0";"15,0";"14,9";"97,8";"98,2";"97,8";"";"";"";"921,4";"921,6";"921,1";"0,0";"0,0";"1,3";"";"0,0"
"07/01/2023";"0600";"15,2";"15,2";"15,0";"98,8";"98,8";"97,8";"";"";"";"920,2";"921,4";"920,2";"0,0";"0,0";"1,1";"";"0,0"
"07/01/2023";"0700";"15,0";"15,2";"15,0";"98,9";"98,9";"98,6";"";"";"";"921,1";"921,2";"920,2";"0,9";"0,0";"1,1";"";"0,0"
"07/01/2023";"0800";"15,2";"15,3";"15,1";"98,8";"99,1";"98,3";"";"";"";"921,1";"921,3";"920,9";"0,0";"0,0";"0,7";"";"0,0"
"07/01/2023";"0900";"15,2";"15,2";"15,0";"98,6";"99,4";"98,6";"";"";"";"921,2";"921,2";"921,0";"0,9";"0,0";"1,8";"";"0,0"
"07/01/2023";"1000";"15,6";"15,6";"15,2";"99,7";"99,7";"98,5";"";"";"";"921,8";"921,8";"921,2";"0,7";"22,0";"1,1";"";"0,0"
"07/01/2023";"1100";"16,2";"16,2";"15,7";"100,0";"100,0";"100,0";"";"";"";"921,2";"922,0";"920,9";"1,8";"0,0";"1,8";"";"4,2"
"07/01/2023";"1200";"16,6";"16,8";"16,2";"93,7";"99,0";"100,0";"";"";"";"922,2";"922,4";"921,8";"1,5";"0,0";"1,8";"";"0,0"
"07/01/2023";"1300";"17,2";"17,2";"16,5";"92,4";"93,7";"90,1";"";"";"";"923,0";"923,0";"922,2";"0,0";"135,0";"1,5";"";"0,0"
"07/01/2023";"1400";"17,4";"17,9";"17,2";"83,1";"92,4";"82,1";"";"";"";"923,1";"923,1";"922,3";"0,0";"0,0";"1,3";"";"0,0"
"07/01/2023";"1500";"17,7";"17,8";"17,4";"80,7";"85,9";"80,7";"";"";"";"923,2";"923,6";"922,7";"3,0";"0,0";"1,5";"";"0,0"
"07/01/2023";"1600";"17,1";"18,1";"17,1";"85,8";"85,8";"79,6";"";"";"";"923,0";"923,3";"922,9";"0,9";"292,0";"1,8";"";"0,0"
"07/01/2023";"1700";"17,8";"17,8";"16,9";"80,9";"87,7";"80,9";"";"";"";"922,3";"923,1";"922,1";"0,3";"180,0";"1,3";"";"0,0"
"07/01/2023";"1800";"16,1";"17,8";"16,1";"89,0";"89,0";"80,7";"";"";"";"921,9";"922,6";"921,9";"0,0";"180,0";"1,1";"";"0,0"
"07/01/2023";"1900";"16,3";"16,4";"16,1";"94,4";"94,9";"89,0";"";"";"";"921,6";"922,1";"921,6";"0,3";"0,0";"2,4";"";"0,0"
"07/01/2023";"2000";"16,3";"17,0";"16,3";"91,2";"97,1";"87,6";"";"";"";"921,4";"921,6";"921,1";"0,0";"157,0";"1,6";"";"0,0"
"07/01/2023";"2100";"15,6";"16,3";"15,6";"95,3";"95,3";"91,2";"";"";"";"921,2";"922,2";"921,1";"0,7";"180,0";"0,9";"";"0,4"
"07/01/2023";"2200";"15,8";"15,8";"15,6";"95,7";"96,0";"95,3";"";"";"";"922,0";"922,1";"921,2";"0,7";"157,0";"1,6";"";"0,0"
"07/01/2023";"2300";"15,9";"15,9";"15,7";"96,8";"96,8";"95,2";"";"";"";"922,4";"922,4";"922,0";"0,9";"135,0";"0,9";"";"0,0"
"08/01/2023";"0000";"16,0";"16,0";"15,9";"97,0";"97,0";"95,5";"";"";"";"922,5";"922,6";"922,3";"0,1";"337,0";"1,3";"";"0,0"
"08/01/2023";"0100";"16,0";"16,0";"15,9";"95,4";"97,0";"94,6";"";"";"";"923,0";"923,0";"922,2";"0,5";"0,0";"0,7";"";"0,0"
"08/01/2023";"0200";"15,8";"16,0";"15,8";"96,1";"96,1";"94,1";"";"";"";"922,6";"923,0";"922,4";"0,5";"0,0";"1,6";"";"0,0"
"08/01/2023";"0300";"15,8";"16,0";"15,8";"95,4";"96,3";"94,3";"";"";"";"922,0";"922,6";"922,0";"0,9";"0,0";"0,9";"";"0,0"
"08/01/2023";"0400";"15,8";"15,8";"15,7";"97,8";"97,8";"95,5";"";"";"";"921,2";"921,8";"";"2,2";"0,0";"2,2";"";"0,0"
"08/01/2023";"0500";"15,6";"15,8";"15,6";"97,8";"97,8";"97,3";"";"";"";"920,5";"921,2";"920,5";"0,9";"0,0";"2,2";"";"0,0"
"08/01/2023";"0600";"15,7";"15,7";"15,6";"98,1";"98,1";"96,9";"";"";"";"920,2";"920,3";"919,9";"0,9";"0,0";"2,0";"";"0,0"
"08/01/2023";"0700";"15,1";"15,7";"15,1";"98,3";"98,7";"98,1";"";"";"";"919,9";"920,4";"919,9";"0,1";"0,0";"2,0";"";"0,0"
"08/01/2023";"0800";"15,0";"15,0";"14,9";"99,7";"99,7";"98,7";"";"";"";"919,7";"920,0";"919,6";"0,3";"0,0";"0,5";"";"0,2"
"08/01/2023";"0900";"15,4";"15,4";"15,1";"100,0";"99,8";"100,0";"";"";"";"920,1";"920,1";"919,6";"0,0";"0,0";"0,7";"";"0,0"
"08/01/2023";"1000";"16,4";"16,4";"15,4";"100,0";"99,9";"100,0";"";"";"";"920,6";"920,8";"920,0";"0,0";"0,0";"0,3";"";"0,0"
"08/01/2023";"1100";"20,3";"20,3";"16,7";"100,0";"100,0";"100,0";"";"";"";"921,1";"921,1";"920,3";"0,3";"0,0";"0,5";"";"0,6"
"08/01/2023";"1200";"18,8";"20,3";"18,7";"98,6";"99,7";"100,0";"";"";"";"922,2";"922,2";"921,1";"0,5";"0,0";"2,2";"";"0,0"
"08/01/2023";"1300";"19,2";"19,2";"18,6";"85,4";"98,6";"85,4";"";"";"";"922,2";"923,1";"922,2";"0,7";"0,0";"1,5";"";"0,0"
"08/01/2023";"1400";"20,9";"21,0";"19,6";"78,1";"85,4";"77,4";"";"";"";"923,0";"923,0";"921,8";"0,1";"270,0";"1,3";"";"0,0"
"08/01/2023";"1500";"21,8";"22,9";"20,9";"73,8";"77,6";"68,9";"";"";"";"922,1";"922,8";"921,6";"2,0";"180,0";"2,0";"";"0,0"
"08/01/2023";"1600";"22,3";"23,0";"21,8";"72,7";"74,3";"69,3";"";"";"";"921,6";"922,9";"921,6";"0,0";"135,0";"2,2";"";"0,0"
"08/01/2023";"1700";"21,6";"22,3";"21,6";"76,3";"76,5";"72,5";"";"";"";"920,8";"921,8";"920,8";"1,1";"180,0";"1,8";"";"0,0"
"08/01/2023";"1800";"19,9";"21,6";"19,9";"82,4";"82,4";"76,3";"";"";"";"920,4";"921,4";"920,4";"1,3";"270,0";"1,5";"";"0,0"
"08/01/2023";"1900";"18,7";"19,9";"18,7";"89,5";"89,5";"82,4";"";"";"";"920,7";"921,3";"920,4";"1,1";"157,0";"2,4";"";"0,0"
"08/01/2023";"2000";"18,3";"18,7";"18,2";"95,9";"96,2";"89,5";"";"";"";"920,7";"920,7";"920,2";"0,0";"0,0";"1,3";"";"0,2"
"08/01/2023";"2100";"17,9";"18,5";"17,9";"94,9";"97,2";"94,9";"";"";"";"920,0";"921,0";"920,0";"0,0";"157,0";"1,5";"";"0,0"
"08/01/2023";"2200";"17,8";"17,9";"17,7";"96,9";"96,9";"94,9";"";"";"";"920,4";"920,4";"920,0";"0,9";"337,0";"0,9";"";"0,0"
"08/01/2023";"2300";"17,6";"17,8";"17,5";"97,4";"97,4";"96,2";"";"";"";"921,0";"921,0";"920,3";"2,0";"157,0";"2,0";"";"0,0"
"09/01/2023";"0000";"17,4";"17,7";"17,4";"97,0";"97,4";"97,0";"";"";"";"920,7";"921,0";"920,4";"1,5";"337,0";"2,0";"";"0,0"
"09/01/2023";"0100";"17,3";"17,4";"17,2";"97,6";"97,6";"96,4";"";"";"";"921,5";"921,5";"921,0";"0,3";"0,0";"1,8";"";"0,0"
"09/01/2023";"0200";"16,7";"17,3";"16,7";"98,8";"98,8";"97,1";"";"";"";"920,8";"921,5";"920,8";"0,1";"0,0";"1,5";"";"0,0"
"09/01/2023";"0300";"16,5";"16,8";"16,5";"99,6";"99,6";"98,8";"";"";"";"920,2";"921,0";"920,2";"0,0";"0,0";"1,1";"";"0,0"
"09/01/2023";"0400";"16,3";"16,5";"16,3";"99,6";"99,9";"100,0";"";"";"";"919,9";"920,3";"";"0,1";"337,0";"2,0";"";"0,0"
"09/01/2023";"0500";"16,4";"16,4";"16,3";"99,7";"99,9";"99,4";"";"";"";"919,0";"919,9";"919,0";"0,0";"0,0";"1,5";"";"0,0"
"09/01/2023";"0600";"16,1";"16,4";"16,1";"99,5";"99,7";"99,2";"";"";"";"919,0";"919,2";"918,8";"1,8";"0,0";"1,8";"";"0,0"
"09/01/2023";"0700";"16,1";"16,2";"16,1";"99,0";"99,5";"99,0";"";"";"";"918,2";"919,0";"918,1";"1,1";"67,0";"1,8";"";"0,0"
"09/01/2023";"0800";"16,1";"16,2";"16,1";"98,5";"99,4";"98,5";"";"";"";"918,1";"918,2";"917,9";"0,5";"0,0";"1,1";"";"0,0"
"09/01/2023";"0900";"16,3";"16,3";"16,1";"98,3";"98,5";"98,3";"";"";"";"918,7";"918,7";"918,1";"0,0";"0,0";"1,5";"";"0,0"
"09/01/2023";"1000";"16,7";"16,7";"16,3";"98,6";"98,9";"98,3";"";"";"";"919,5";"919,5";"918,7";"1,3";"0,0";"1,3";"";"0,0"
"09/01/2023";"1100";"18,2";"18,2";"16,9";"97,2";"99,8";"100,0";"";"";"";"919,4";"919,6";"918,7";"0,3";"0,0";"1,1";"";"0,2"
"09/01/2023";"1200";"19,4";"19,4";"18,2";"89,3";"97,2";"89,3";"";"";"";"919,9";"920,3";"919,4";"0,0";"0,0";"1,6";"";"0,0"
"09/01/2023";"1300";"19,2";"19,5";"19,1";"87,5";"89,3";"85,3";"";"";"";"920,8";"920,8";"919,9";"0,7";"0,0";"1,5";"";"0,0"
