"Data";"Hora (UTC)";"Temp. Ins. (C)";"Temp. Max. (C)";"Temp. Min. (C)";"Umi. Ins. (%)";"Umi. Max. (%)";"Umi. Min. (%)";"Pto Orvalho Ins. (C)";"Pto Orvalho Max. (C)";"Pto Orvalho Min. (C)";"Pressao Ins. (hPa)";"Pressao Max. (hPa)";"Pressao Min. (hPa)";"Vel. Vento (m/s)";"Dir. Vento (m/s)";"Raj. Vento (m/s)";"Radiacao (KJ/m²)";"Chuva (mm)"
"04/01/2024";"0000";"20,4";"20,7";"20,4";"86,6";"86,6";"86,2";"";"";"";"917,2";"917,2";"916,8";"2,0";"157,0";"2,0";"";"0,0"
"04/01/2024";"0100";"20,6";"20,6";"20,4";"86,6";"86,6";"85,5";"";"";"";"917,3";"917,5";"916,8";"2,0";"157,0";"2,6";"";"0,0"
"04/01/2024";"0200";"20,4";"20,6";"20,4";"90,7";"90,7";"87,0";"";"";"";"917,7";"917,9";"917,1";"2,8";"157,0";"2,0";"";"0,0"
"04/01/2024";"0300";"19,9";"20,5";"19,8";"94,9";"94,9";"90,0";"";"";"";"916,5";"917,7";"916,5";"2,8";"";"1,5";"";"0,0"
"04/01/2024";"0400";"19,4";"20,0";"19,4";"94,9";"95,0";"93,6";"";"";"";"916,4";"916,6";"";"1,8";"112,0";"1,8";"";"0,2"
"04/01/2024";"0500";"18,8";"19,4";"18,8";"97,7";"97,7";"95,3";"";"";"";"915,8";"916,4";"915,5";"2,4";"202,0";"2,4";"";"0,6"
"04/01/2024";"0600";"18,6";"18,8";"18,4";"98,3";"98,8";"97,7";"";"";"";"915,4";"916,3";"915,4";"1,6";"135,0";"2,4";"";"0,0"
"04/01/2024";"0700";"18,8";"18,8";"18,6";"96,6";"98,2";"96,6";"";"";"";"915,1";"915,3";"914,8";"0,0";"112,0";"1,6";"";"0,0"
"04/01/2024";"0800";"18,8";"18,8";"18,8";"97,5";"97,5";"96,4";"";"";"";"915,2";"915,2";"914,7";"0,0";"157,0";"1,6";"";"0,0"
"04/01/2024";"0900";"18,7";"18,8";"18,7";"98,2";"98,3";"97,8";"";"";"";"915,7";"916,1";"915,1";"0,7";"90,0";"2,0";"";"0,0"
"04/01/2024";"1000";"19,3";"19,3";"18,7";"99,6";"99,7";"97,9";"";"";"";"916,0";"916,6";"915,6";"0,3";"135,0";"1,6";"";"0,0"
"04/01/2024";"1100";"19,5";"20,1";"19,3";"97,1";"99,9";"100,0";"";"";"";"916,4";"916,5";"915,9";"1,6";"135,0";"1,6";"";"1,0"
"04/01/2024";"1200";"21,1";"21,2";"19,7";"97,8";"99,6";"100,0";"";"";"";"917,0";"917,3";"916,7";"0,5";"135,0";"1,3";"";"0,2"
"04/01/2024";"1300";"22,5";"22,7";"20,4";"84,4";"99,9";"100,0";"";"";"";"917,2";"917,4";"916,5";"0,9";"135,0";"2,6";"";"0,0"
"04/01/2024";"1400";"22,6";"22,6";"21,8";"88,0";"97,2";"84,4";"";"";"";"917,0";"917,2";"916,3";"1,8";"157,0";"2,0";"";"0,0"
"04/01/2024";"1500";"24,5";"24,7";"22,6";"79,7";"88,0";"77,0";"";"";"";"917,3";"917,5";"916,3";"1,5";"135,0";"2,0";"";"0,0"
"04/01/2024";"1600";"21,8";"24,5";"21,5";"96,6";"96,6";"78,4";"";"";"";"916,7";"917,3";"916,7";"0,0";"180,0";"2,0";"";"0,6"
"04/01/2024";"1700";"21,5";"23,3";"21,5";"91,8";"96,6";"88,0";"";"";"";"917,2";"917,4";"916,5";"1,6";"135,0";"2,4";"";"0,4"
"04/01/2024";"1800";"23,0";"23,0";"20,8";"89,5";"99,9";"100,0";"";"";"";"916,1";"917,2";"916,0";"3,0";"180,0";"2,0";"";"1,2"
"04/01/2024";"1900";"23,5";"23,5";"23,0";"86,4";"96,1";"86,4";"";"";"";"917,1";"917,1";"916,1";"2,2";"180,0";"2,6";"";"0,0"
"04/01/2024";"2000";"20,8";"22,2";"20,8";"93,4";"95,3";"86,0";"";"";"";"916,2";"916,5";"916,1";"0,7";"112,0";"1,5";"";"0,2"
"04/01/2024";"2100";"20,0";"20,9";"20,0";"93,8";"93,9";"91,1";"";"";"";"916,7";"916,9";"916,1";"0,7";"180,0";"2,4";"";"0,0"
"04/01/2024";"2200";"19,2";"20,0";"19,2";"96,7";"96,7";"94,3";"";"";"";"917,2";"917,8";"916,8";"0,5";"0,0";"1,3";"";"1,8"
"04/01/2024";"2300";"18,9";"19,2";"18,9";"98,7";"98,7";"96,7";"";"";"";"917,8";"917,8";"917,2";"0,9";"135,0";"1,3";"";"1,4"
"05/01/2024";"0000";"18,3";"18,9";"18,3";"99,6";"99,6";"98,7";"";"";"";"918,2";"918,7";"917,8";"0,0";"67,0";"1,5";"";""
"05/01/2024";"0100";"18,3";"18,3";"18,3";"100,0";"99,8";"100,0";"";"";"";"918,6";"918,8";"918,1";"0,0";"135,0";"2,6";"";"1,2"
"05/01/2024";"0200";"18,4";"18,4";"18,3";"100,0";"100,0";"100,0";"";"";"";"918,5";"918,9";"918,4";"0,0";"90,0";"0,7";"";"0,2"
"05/01/2024";"0300";"18,3";"18,4";"18,3";"100,0";"100,0";"100,0";"";"";"";"917,9";"918,4";"917,9";"0,0";"135,0";"1,5";"";"0,0"
"05/01/2024";"0400";"18,2";"18,3";"18,1";"100,0";"100,0";"100,0";"";"";"";"917,7";"917,9";"";"0,0";"22,0";"1,1";"";"0,0"
"05/01/2024";"0500";"18,3";"18,4";"18,2";"100,0";"100,0";"100,0";"";"";"";"916,4";"917,7";"916,4";"0,0";"135,0";"0,7";"";"0,0"
"05/01/2024";"0600";"18,1";"18,3";"18,1";"100,0";"100,0";"100,0";"";"";"";"916,0";"916,4";"915,6";"0,0";"22,0";"0,5";"";"0,0"
"05/01/2024";"0700";"18,4";"18,4";"18,1";"100,0";"100,0";"100,0";"";"";"";"916,0";"916,0";"915,3";"0,5";"22,0";"0,9";"";"0,0"
"05/01/2024";"0800";"18,0";"18,4";"18,0";"100,0";"100,0";"100,0";"";"";"";"916,2";"916,2";"915,9";"0,3";"22,0";"0,5";"";"0,0"
"05/01/2024";"0900";"18,3";"18,3";"18,0";"100,0";"100,0";"100,0";"";"";"";"916,6";"916,6";"916,2";"0,3";"22,0";"0,3";"";"0,0"
"05/01/2024";"1000";"19,1";"19,1";"18,3";"100,0";"100,0";"100,0";"";"";"";"917,3";"917,3";"916,4";"0,1";"22,0";"0,9";"";"0,0"
"05/01/2024";"1100";"23,6";"23,6";"19,1";"100,0";"100,0";"100,0";"";"";"";"916,6";"917,3";"916,5";"0,7";"135,0";"1,3";"";"19,4"
"05/01/2024";"1200";"";"23,6";"";"";"99,1";"";"";"";"";"";"917,5";"";"";"";"1,5";"";""
"05/01/2024";"1300";"23,0";"23,0";"21,5";"79,2";"96,7";"79,2";"";"";"";"917,9";"918,4";"917,6";"0,3";"135,0";"1,1";"";"0,0"
"05/01/2024";"1400";"24,7";"24,7";"23,0";"76,1";"82,6";"73,2";"";"";"";"918,4";"918,7";"917,9";"1,1";"0,0";"2,0";"";"0,0"
"05/01/2024";"1500";"26,4";"26,4";"24,0";"61,7";"74,2";"61,7";"";"";"";"918,4";"918,9";"917,6";"1,8";"135,0";"2,2";"";"0,0"
"05/01/2024";"1600";"26,9";"27,5";"26,4";"58,1";"61,7";"56,4";"";"";"";"918,6";"918,8";"917,7";"1,6";"22,0";"2,0";"";"0,0"
"05/01/2024";"1700";"26,0";"26,9";"25,5";"63,1";"63,1";"58,1";"";"";"";"918,1";"918,6";"917,8";"2,2";"45,0";"2,2";"";"0,0"
"05/01/2024";"1800";"26,7";"28,2";"26,0";"62,1";"63,1";"54,5";"";"";"";"917,3";"918,1";"917,1";"0,5";"67,0";"2,2";"";"0,0"
"05/01/2024";"1900";"26,7";"26,8";"26,0";"60,1";"64,5";"59,5";"";"";"";"917,7";"918,6";"917,3";"2,8";"157,0";"1,5";"";"0,0"
"05/01/2024";"2000";"23,7";"26,7";"23,7";"69,8";"69,8";"60,1";"";"";"";"917,3";"917,8";"916,6";"1,5";"90,0";"2,4";"";"0,0"
"05/01/2024";"2100";"21,6";"23,7";"21,6";"77,2";"77,2";"69,8";"";"";"";"918,3";"918,3";"917,3";"1,6";"337,0";"1,6";"";"0,0"
"05/01/2024";"2200";"20,9";"21,6";"20,8";"80,3";"80,8";"77,2";"";"";"";"918,1";"918,3";"917,6";"1,5";"112,0";"1,6";"";"0,0"
"05/01/2024";"2300";"20,5";"20,9";"20,5";"82,3";"82,6";"80,3";"";"";"";"918,2";"918,9";"917,6";"0,5";"135,0";"2,2";"";"0,0"
"06/01/2024";"0000";"20,1";"20,5";"20,1";"84,1";"84,1";"82,3";"";"";"";"918,4";"918,4";"917,8";"0,1";"0,0";"1,6";"";"0,0"
"06/01/2024";"0100";"19,7";"19,9";"19,7";"85,2";"85,2";"84,3";"";"";"";"919,4";"919,5";"918,7";"1,3";"337,0";"2,0";"";"0,0"
"06/01/2024";"0200";"19,8";"19,9";"19,7";"84,9";"85,3";"84,7";"";"";"";"919,4";"919,7";"919,4";"0,9";"337,0";"1,5";"";"0,0"
"06/01/2024";"0300";"19,1";"19,8";"19,1";"86,0";"86,0";"84,0";"";"";"";"918,7";"919,4";"918,7";"0,9";"0,0";"2,4";"";"0,0"
"06/01/2024";"0400";"18,8";"19,2";"18,8";"87,0";"87,0";"85,8";"";"";"";"917,4";"918,7";"";"1,5";"0,0";"2,0";"";"0,0"
"06/01/2024";"0500";"18,6";"18,9";"18,6";"88,1";"88,1";"87,0";"";"";"";"917,7";"917,8";"917,2";"0,3";"0,0";"1,5";"";"0,0"
"06/01/2024";"0600";"18,5";"18,6";"18,3";"89,3";"89,3";"88,0";"";"";"";"917,1";"918,0";"916,9";"0,7";"0,0";"1,1";"";"0,0"
"06/01/2024";"0700";"18,7";"18,7";"18,5";"91,2";"91,4";"90,2";"";"";"";"917,3";"917,5";"917,1";"0,5";"0,0";"1,6";"";"0,0"
"06/01/2024";"0800";"18,6";"18,7";"18,6";"90,7";"91,2";"90,7";"";"";"";"917,7";"917,8";"917,3";"1,3";"337,0";"1,6";"";"0,0"
"06/01/2024";"0900";"18,7";"18,7";"18,6";"90,8";"90,8";"90,4";"";"";"";"917,9";"917,9";"917,7";"1,3";"0,0";"1,3";"";"0,0"
"06/01/2024";"1000";"19,0";"19,0";"18,7";"88,2";"91,0";"88,2";"";"";"";"918,0";"918,5";"917,6";"1,8";"0,0";"2,4";"";"0,0"
"06/01/2024";"1100";"20,2";"20,2";"19,0";"83,4";"89,0";"83,4";"";"";"";"918,2";"918,6";"917,6";"1,3";"0,0";"1,8";"";"0,0"
"06/01/2024";"1200";"20,8";"20,8";"20,2";"79,9";"83,4";"79,9";"";"";"";"918,5";"918,5";"917,7";"1,6";"0,0";"2,6";"";"0,0"
"06/01/2024";"1300";"25,1";"25,1";"20,8";"63,0";"79,9";"63,0";"";"";"";"919,2";"919,2";"918,0";"1,8";"0,0";"1,8";"";"0,0"
"06/01/2024";"1400";"26,6";"26,6";"24,5";"56,3";"63,0";"56,3";"";"";"";"919,3";"919,4";"918,8";"1,1";"0,0";"2,4";"";"0,0"
"06/01/2024";"1500";"27,3";"27,3";"26,6";"52,0";"56,6";"51,7";"";"";"";"919,2";"919,7";"918,4";"2,0";"0,0";"2,0";"";"0,0"
"06/01/2024";"1600";"25,7";"27,4";"25,7";"63,3";"63,3";"51,8";"";"";"";"919,0";"919,4";"918,7";"1,1";"67,0";"2,4";"";"0,0"
"06/01/2024";"1700";"28,1";"28,1";"26,4";"57,1";"61,8";"57,1";"";"";"";"919,5";"919,5";"918,2";"2,0";"180,0";"2,4";"";"0,0"
"06/01/2024";"1800";"29,9";"29,9";"27,1";"49,8";"58,0";"49,8";"";"";"";"918,5";"919,6";"918,4";"2,4";"157,0";"2,4";"";"0,0"
"06/01/2024";"1900";"27,4";"28,9";"26,5";"58,3";"61,6";"53,1";"";"";"";"918,5";"918,8";"918,5";"1,8";"90,0";"2,6";"";"0,0"
"06/01/2024";"2000";"25,0";"27,4";"25,0";"65,0";"65,0";"58,3";"";"";"";"918,1";"918,8";"917,9";"0,7";"135,0";"2,6";"";"0,0"
"06/01/2024";"2100";"22,5";"25,6";"22,5";"74,4";"74,4";"64,6";"";"";"";"918,4";"918,5";"917,6";"1,8";"0,0";"2,6";"";"0,0"
"06/01/2024";"2200";"21,4";"22,3";"21,4";"80,2";"80,2";"75,6";"";"";"";"918,8";"919,7";"918,0";"2,4";"135,0";"2,4";"";"0,0"
"06/01/2024";"2300";"20,9";"21,4";"20,9";"78,3";"80,2";"78,3";"";"";"";"919,1";"919,7";"918,6";"0,3";"0,0";"2,4";"";"0,0"
"07/01/2024";"0000";"20,4";"20,9";"20,4";"80,6";"81,2";"78,3";"";"";"";"919,5";"920,0";"918,7";"1,1";"0,0";"1,3";"";"0,0"
"07/01/2024";"0100";"20,4";"20,8";"20,4";"80,3";"80,7";"79,8";"";"";"";"919,0";"919,8";"919,0";"3,5";"337,0";"1,3";"";"0,0"
"07/01/2024";"0200";"20,2";"20,4";"20,2";"81,5";"81,6";"80,3";"";"";"";"919,1";"920,0";"919,0";"2,0";"0,0";"2,0";"";"0,0"
"07/01/2024";"0300";"19,8";"20,1";"19,8";"84,0";"84,0";"82,0";"";"";"";"918,6";"919,2";"918,6";"1,8";"0,0";"2,6";"";"0,0"
"07/01/2024";"0400";"19,6";"19,8";"19,5";"86,8";"86,9";"84,0";"";"";"";"919,0";"919,2";"";"0,9";"0,0";"2,4";"";"0,0"
"07/01/2024";"0500";"19,4";"19,7";"19,4";"84,8";"86,8";"84,8";"";"";"";"917,9";"919,0";"917,9";"2,2";"0,0";"2,4";"";"0,0"
"07/01/2024";"0600";"19,2";"19,4";"19,1";"85,6";"85,7";"84,8";"";"";"";"916,8";"917,9";"916,8";"0,5";"0,0";"2,2";"";"0,0"
"07/01/2024";"0700";"19,3";"19,4";"19,2";"85,5";"85,6";"84,9";"";"";"";"916,8";"917,2";"916,8";"2,0";"0,0";"2,0";"";"0,0"
"07/01/2024";"0800";"18,9";"19,3";"18,8";"88,6";"88,6";"85,5";"";"";"";"917,4";"917,4";"916,6";"1,5";"0,0";"2,0";"";"0,0"
"07/01/2024";"0900";"18,9";"18,9";"18,8";"89,8";"89,8";"88,0";"";"";"";"917,7";"917,9";"917,5";"2,2";"0,0";"2,2";"";"0,0"
"07/01/2024";"1000";"19,7";"19,7";"18,9";"87,6";"91,2";"87,6";"";"";"";"917,2";"918,1";"917,2";"1,5";"337,0";"2,2";"";"0,0"
"07/01/2024";"1100";"23,2";"23,3";"19,8";"74,8";"89,2";"74,7";"";"";"";"917,7";"918,0";"917,5";"1,5";"0,0";"2,4";"";"0,0"
"07/01/2024";"1200";"25,8";"25,8";"23,6";"63,9";"72,0";"63,9";"";"";"";"918,4";"919,0";"917,6";"0,3";"0,0";"1,3";"";"0,0"
"07/01/2024";"1300";"27,4";"27,4";"25,8";"58,7";"63,9";"58,2";"";"";"";"919,1";"919,6";"918,4";"0,3";"0,0";"1,3";"";"0,0"
"07/01/2024";"1400";"29,8";"29,8";"28,2";"49,2";"56,5";"49,2";"";"";"";"920,0";"920,3";"919,4";"0,7";"315,0";"0,7";"";"0,0"
"07/01/2024";"1500";"31,3";"31,6";"30,2";"43,2";"50,1";"43,2";"";"";"";"919,4";"920,0";"919,3";"0,9";"180,0";"2,4";"";"0,0"
"07/01/2024";"1600";"32,9";"32,9";"31,3";"36,4";"43,7";"36,4";"";"";"";"918,8";"919,5";"918,8";"1,3";"0,0";"1,3";"";"0,0"
"07/01/2024";"1700";"31,5";"33,1";"31,5";"39,0";"39,0";"35,4";"";"";"";"918,0";"918,8";"918,0";"0,5";"67,0";"2,0";"";"0,0"
"07/01/2024";"1800";"28,7";"33,7";"28,7";"58,9";"58,9";"34,3";"";"";"";"917,5";"918,0";"917,5";"1,1";"112,0";"1,5";"";"0,0"
"07/01/2024";"1900";"27,2";"28,6";"27,2";"64,7";"64,7";"60,0";"";"";"";"917,4";"918,1";"917,4";"2,4";"180,0";"2,4";"";"0,0"
"07/01/2024";"2000";"27,6";"28,2";"26,3";"62,5";"66,2";"61,0";"";"";"";"917,7";"918,2";"917,5";"0,9";"157,0";"2,6";"";"0,0"
"07/01/2024";"2100";"27,2";"28,2";"27,1";"61,9";"63,1";"59,4";"";"";"";"917,9";"917,9";"917,5";"0,9";"0,0";"1,6";"";"0,0"
"07/01/2024";"2200";"23,8";"27,2";"23,8";"74,4";"74,4";"61,9";"";"";"";"918,7";"918,8";"917,2";"1,6";"337,0";"1,6";"";"0,0"
"07/01/2024";"2300";"23,3";"23,8";"23,3";"77,6";"77,6";"74,4";"";"";"";"918,6";"918,8";"917,4";"1,1";"0,0";"1,6";"";"0,0"
"08/01/2024";"0000";"22,8";"23,3";"22,8";"80,6";"80,6";"77,6";"";"";"";"918,9";"919,0";"918,3";"1,3";"0,0";"1,3";"";"0,0"
"08/01/2024";"0100";"22,8";"22,8";"22,6";"81,9";"82,4";"81,1";"";"";"";"919,1";"919,9";"918,9";"0,5";"0,0";"0,9";"";"0,0"
"08/01/2024";"0200";"22,9";"22,9";"22,8";"80,7";"81,7";"80,7";"";"";"";"918,5";"919,4";"918,5";"1,1";"0,0";"1,3";"";"0,0"
"08/01/2024";"0300";"22,9";"23,0";"22,9";"80,9";"80,9";"79,4";"";"";"";"918,4";"918,5";"918,2";"0,7";"0,0";"1,3";"";"0,0"
"08/01/2024";"0400";"22,4";"22,9";"22,4";"84,3";"84,3";"80,9";"";"";"";"917,7";"918,0";"";"0,9";"0,0";"1,5";"";"0,0"
"08/01/2024";"0500";"21,9";"22,4";"21,9";"82,9";"85,1";"82,9";"";"";"";"917,0";"917,7";"917,0";"0,7";"0,0";"1,6";"";"0,0"
"08/01/2024";"0600";"21,8";"21,9";"21,8";"83,6";"83,6";"82,8";"";"";"";"916,4";"917,0";"916,3";"0,3";"0,0";"1,1";"";"0,0"
"08/01/2024";"0700";"21,6";"21,8";"21,6";"83,6";"83,7";"83,2";"";"";"";"916,1";"916,7";"916,1";"0,9";"0,0";"0,9";"";"0,0"
"08/01/2024";"0800";"21,5";"21,7";"21,5";"82,6";"83,6";"82,5";"";"";"";"916,2";"916,2";"916,0";"0,7";"0,0";"1,5";"";"0,0"
"08/01/2024";"0900";"21,3";"21,5";"21,3";"84,4";"84,4";"82,6";"";"";"";"917,5";"917,6";"916,2";"1,1";"0,0";"1,8";"";"0,0"
"08/01/2024";"1000";"22,4";"22,4";"21,4";"80,6";"86,9";"80,6";"";"";"";"917,1";"917,6";"916,9";"0,7";"0,0";"1,3";"";"0,0"
"08/01/2024";"1100";"26,2";"26,2";"22,4";"67,5";"82,5";"67,5";"";"";"";"917,0";"917,3";"916,8";"1,5";"0,0";"1,5";"";"0,0"
"08/01/2024";"1200";"29,8";"29,8";"26,7";"55,4";"64,9";"55,4";"";"";"";"918,2";"918,6";"917,6";"0,9";"0,0";"1,8";"";"0,0"
"08/01/2024";"1300";"31,4";"31,8";"30,5";"47,6";"51,0";"45,5";"";"";"";"919,1";"919,1";"917,4";"0,7";"337,0";"1,1";"";"0,0"
"08/01/2024";"1400";"32,8";"32,9";"31,4";"42,5";"47,6";"41,6";"";"";"";"918,5";"919,8";"918,5";"0,9";"135,0";"1,8";"";"0,0"
"08/01/2024";"1500";"33,3";"33,3";"32,4";"41,0";"43,4";"41,0";"";"";"";"918,7";"919,4";"918,7";"1,3";"247,0";"2,6";"";"0,0"
"08/01/2024";"1600";"26,3";"33,5";"26,3";"64,0";"64,0";"39,2";"";"";"";"918,2";"919,5";"917,8";"0,1";"337,0";"1,8";"";"0,2"
"08/01/2024";"1700";"33,5";"33,5";"26,3";"44,1";"67,9";"44,1";"";"";"";"917,4";"918,2";"916,6";"0,5";"157,0";"1,3";"";"0,2"
"08/01/2024";"1800";"30,6";"33,8";"30,6";"48,1";"48,1";"41,8";"";"";"";"917,4";"917,6";"916,9";"0,5";"0,0";"1,3";"";"0,0"
"08/01/2024";"1900";"19,4";"30,6";"";"94,3";"94,3";"";"";"";"";"918,2";"918,9";"";"8,0";"0,0";"2,2";"";""
"08/01/2024";"2000";"19,7";"19,7";"";"98,4";"98,4";"";"";"";"";"916,3";"918,2";"";"0,0";"0,0";"2,4";"";""
"08/01/2024";"2100";"21,5";"21,5";"20,1";"95,6";"98,8";"95,6";"";"";"";"917,5";"917,5";"915,9";"2,8";"157,0";"2,4";"";"0,2"
"08/01/2024";"2200";"21,9";"21,9";"21,5";"95,2";"96,0";"95,0";"";"";"";"918,2";"918,2";"917,1";"1,3";"180,0";"1,6";"";"0,0"
"08/01/2024";"2300";"";"21,9";"";"";"95,2";"";"";"";"";"";"918,3";"";"2,4";"";"2,6";"";"0,0"
"09/01/2024";"0000";"22,5";"22,5";"21,8";"91,8";"91,8";"87,9";"";"";"";"918,4";"918,7";"918,1";"1,1";"337,0";"1,1";"";"0,0"
"09/01/2024";"0100";"22,2";"22,4";"22,2";"86,9";"92,7";"84,3";"";"";"";"918,8";"919,5";"918,6";"1,1";"45,0";"1,1";"";"0,0"
"09/01/2024";"0200";"21,9";"22,2";"21,9";"89,2";"91,0";"86,9";"";"";"";"918,5";"919,6";"918,5";"0,7";"0,0";"1,3";"";"0,0"
"09/01/2024";"0300";"21,8";"22,0";"21,8";"87,7";"89,2";"82,1";"";"";"";"917,9";"918,8";"917,9";"1,1";"0,0";"1,5";"";"0,0"
"09/01/2024";"0400";"21,0";"21,7";"21,0";"88,3";"88,3";"87,8";"";"";"";"917,8";"917,8";"";"1,5";"0,0";"2,4";"";"0,0"
"09/01/2024";"0500";"20,6";"21,0";"20,6";"85,3";"88,3";"84,7";"";"";"";"917,9";"917,9";"917,2";"0,1";"0,0";"1,5";"";"0,0"
"09/01/2024";"0600";"20,7";"20,7";"20,4";"86,9";"86,9";"85,3";"";"";"";"917,8";"918,0";"917,8";"0,0";"0,0";"0,5";"";"0,0"
"09/01/2024";"0700";"21,1";"21,1";"20,7";"86,1";"86,9";"84,6";"";"";"";"918,4";"918,4";"917,4";"0,9";"0,0";"1,1";"";"0,0"
"09/01/2024";"0800";"21,1";"21,3";"21,1";"83,6";"86,1";"83,6";"";"";"";"920,1";"920,1";"918,2";"0,3";"135,0";"0,9";"";"0,0"
"09/01/2024";"0900";"20,3";"21,1";"20,3";"86,4";"86,4";"79,3";"";"";"";"920,3";"920,3";"919,9";"0,7";"112,0";"2,2";"";"0,0"
"09/01/2024";"1000";"20,6";"20,6";"20,1";"89,5";"89,5";"87,8";"";"";"";"920,1";"920,7";"920,1";"3,0";"135,0";"2,0";"";"0,0"
"09/01/2024";"1100";"23,5";"23,5";"20,6";"83,4";"97,1";"81,8";"";"";"";"920,5";"920,8";"919,9";"1,3";"90,0";"2,6";"";"25,4"
"09/01/2024";"1200";"27,1";"27,1";"24,2";"63,2";"82,3";"63,2";"";"";"";"920,8";"920,8";"920,0";"0,7";"112,0";"1,6";"";"0,0"
"09/01/2024";"1300";"29,8";"29,8";"27,9";"52,2";"59,1";"52,2";"";"";"";"920,9";"921,6";"920,7";"0,7";"337,0";"1,1";"";"0,0"
"09/01/2024";"1400";"31,8";"31,8";"28,4";"48,8";"56,0";"48,8";"";"";"";"921,5";"921,5";"920,9";"0,3";"337,0";"1,6";"";"0,0"
"09/01/2024";"1500";"31,5";"31,7";"31,1";"47,0";"49,9";"46,4";"";"";"";"920,8";"921,8";"920,8";"1,1";"337,0";"1,8";"";"0,0"
"09/01/2024";"1600";"32,7";"32,7";"31,5";"43,1";"47,3";"42,7";"";"";"";"920,2";"920,8";"920,2";"2,0";"0,0";"2,0";"";"0,0"
"09/01/2024";"1700";"33,6";"33,6";"32,6";"42,1";"44,2";"41,8";"";"";"";"919,0";"920,3";"919,0";"1,5";"157,0";"2,0";"";"0,0"
"09/01/2024";"1800";"34,8";"35,0";"33,6";"36,3";"42,1";"36,3";"";"";"";"918,8";"919,8";"918,8";"0,5";"292,0";"1,5";"";"0,0"
"09/01/2024";"1900";"33,3";"36,4";"33,3";"36,3";"36,8";"33,3";"";"";"";"918,0";"919,2";"918,0";"0,7";"180,0";"1,6";"";"0,0"
"09/01/2024";"2000";"26,3";"33,3";"26,3";"64,2";"64,2";"36,3";"";"";"";"917,8";"918,2";"917,3";"0,9";"337,0";"1,1";"";"0,4"
"09/01/2024";"2100";"19,7";"24,1";"19,4";"93,8";"93,8";"69,5";"";"";"";"919,0";"919,1";"918,0";"2,4";"0,0";"2,4";"";"7,8"
"09/01/2024";"2200";"20,9";"20,9";"19,7";"91,9";"93,8";"90,5";"";"";"";"917,6";"919,0";"917,4";"0,0";"0,0";"2,4";"";"1,8"
"09/01/2024";"2300";"22,1";"22,1";"20,9";"88,6";"92,5";"88,6";"";"";"";"918,7";"918,7";"917,6";"0,0";"0,0";"2,0";"";"0,0"
"10/01/2024";"0000";"22,6";"22,8";"22,3";"95,5";"95,6";"90,7";"";"";"";"920,2";"920,5";"918,7";"0,0";"0,0";"2,6";"";"0,0"
"10/01/2024";"0100";"22,1";"23,1";"22,1";"85,7";"95,5";"85,7";"";"";"";"919,9";"920,2";"919,2";"0,3";"0,0";"0,5";"";"0,2"
"10/01/2024";"0200";"22,7";"22,7";"22,1";"88,3";"90,8";"83,9";"";"";"";"919,8";"920,1";"919,6";"0,0";"0,0";"0,9";"";"0,0"
"10/01/2024";"0300";"22,8";"22,8";"22,7";"95,9";"95,9";"88,3";"";"";"";"919,5";"919,9";"919,5";"0,3";"0,0";"1,1";"";"0,0"
"10/01/2024";"0400";"22,8";"23,1";"22,8";"83,7";"95,9";"81,8";"";"";"";"919,2";"919,3";"";"0,3";"337,0";"1,5";"";"0,0"
"10/01/2024";"0500";"22,5";"22,7";"22,5";"78,7";"80,0";"77,9";"";"";"";"918,9";"919,5";"918,9";"0,0";"337,0";"0,0";"";"0,0"
"10/01/2024";"0600";"22,5";"22,9";"22,5";"88,3";"88,3";"78,7";"";"";"";"918,5";"918,9";"918,4";"0,7";"337,0";"0,7";"";"0,0"
"10/01/2024";"0700";"21,9";"22,5";"21,9";"85,1";"88,3";"84,3";"";"";"";"919,1";"919,6";"918,5";"1,3";"135,0";"1,5";"";"0,0"
"10/01/2024";"0800";"21,1";"21,9";"21,1";"87,1";"87,1";"85,1";"";"";"";"918,4";"919,1";"918,2";"0,9";"112,0";"1,3";"";"0,0"
"10/01/2024";"0900";"20,8";"20,9";"20,7";"89,3";"89,3";"87,4";"";"";"";"918,6";"918,7";"918,5";"0,5";"112,0";"1,1";"";"0,0"
"10/01/2024";"1000";"22,0";"22,0";"21,0";"95,8";"95,8";"88,9";"";"";"";"918,4";"918,8";"918,2";"0,1";"112,0";"0,9";"";"0,0"
"10/01/2024";"1100";"25,2";"25,2";"22,1";"82,3";"98,7";"82,3";"";"";"";"918,4";"919,0";"917,6";"0,7";"22,0";"1,3";"";"21,4"
"10/01/2024";"1200";"28,5";"28,5";"25,2";"62,8";"82,3";"62,8";"";"";"";"919,6";"919,6";"918,4";"1,3";"0,0";"1,6";"";"0,0"
"10/01/2024";"1300";"30,6";"30,6";"28,5";"52,0";"62,8";"52,0";"";"";"";"919,4";"920,3";"919,4";"0,9";"0,0";"1,3";"";"0,0"
"10/01/2024";"1400";"29,7";"30,2";"29,7";"53,0";"53,0";"50,7";"";"";"";"920,0";"920,3";"920,0";"2,0";"337,0";"2,0";"";"0,0"
"10/01/2024";"1500";"29,7";"29,7";"29,7";"53,0";"53,0";"53,0";"";"";"";"920,0";"920,0";"920,0";"2,0";"337,0";"2,0";"";"0,0"
"10/01/2024";"1600";"29,7";"29,7";"29,7";"53,0";"53,0";"53,0";"";"";"";"920,0";"920,0";"920,0";"2,0";"337,0";"2,0";"";"0,0"
